model_num,epochs,train,valid,test,conv_criterion
0,293,0.8756312792602648,1.2174183343618052,1.365163558601898,converged
1,186,1.0987174763852974,1.2889993073466455,1.382147775300075,converged
2,169,1.1649176444433562,1.2959461657480773,1.342456450474168,converged
3,173,1.083473454873714,1.3423373606427371,1.2712804362767567,converged
4,290,0.8657171427883442,1.3273501999997495,1.221950225772168,converged
5,197,0.9868305867571007,1.2808296930453176,1.3991883499795064,converged
6,151,1.0576467850351101,1.2791817133599108,1.439523647618391,converged
7,385,0.8319478769927531,1.2363423050407294,1.3388009803419745,converged
8,228,0.9131645989973998,1.250128349868017,1.190416481719926,converged
9,192,1.0542752462303198,1.3705837791241684,1.5329126831098978,converged
10,185,0.9753770916770231,1.296466932439971,1.4025857217260662,converged
11,261,0.9087251848812401,1.2975622274634746,1.297003839193127,converged
12,185,1.012222353748153,1.288402279758947,1.2503697719228768,converged
13,235,0.9436890673692869,1.3107187105653781,1.379040840111519,converged
14,145,1.0968744606212881,1.3376484605385661,1.3369541480323768,converged
15,259,0.9200186203350167,1.3682308430029435,1.4259746273012055,converged
16,223,0.9002984596906851,1.2733429839968782,1.4138314058984653,converged
17,206,1.0033405346174837,1.3144180150353184,1.3885283362512058,converged
18,223,0.9881743050531674,1.3746267883683263,1.35087776854312,converged
19,270,0.9402645744126948,1.3040265832533966,1.2545200509975798,converged
