model_num,epochs,train,valid,test,conv_criterion
0,323,0.9687282987138668,1.290564927572569,1.2908892950589597,converged
1,729,0.7926831856407079,1.1525527944934273,1.216164155986563,converged
2,384,0.9126252174468212,1.272487963610612,1.2011041017189752,converged
3,603,0.9065360840887859,1.1048916353731177,1.2498306156511516,converged
4,581,0.8221007264315603,1.0707815434844954,1.1582105722504352,converged
5,588,0.8029444873539151,1.2951276600771549,1.1795894420377637,converged
6,362,1.065935091273906,1.1603046003516313,1.27507715752901,converged
7,636,0.8950708536381025,1.1600362787979803,1.1517882076451322,converged
8,480,0.8715418316969105,1.2705504550589706,1.2434357081771352,converged
9,489,1.0104054998290337,1.240633959208974,1.2152420224630085,converged
10,535,0.9036857270055839,1.2678202439950328,1.2433765624702664,converged
11,588,0.9467044629392836,1.1960829467381384,1.2993187933301902,converged
12,546,0.8225893730937713,1.0644333581569712,1.0933715447534766,converged
13,428,0.949248823321742,1.265591739558552,1.0728860245616114,converged
14,830,0.7469991124333892,1.1929979417954362,1.1555040957359495,converged
15,451,1.0306706066894515,1.2109738108537311,1.212203416199546,converged
16,677,0.7945001585447634,1.0666845284134818,1.0873675425171556,converged
17,628,0.8250340424349661,1.0797039133746458,1.1044065205371687,converged
18,353,1.0188178067074423,1.2441482556068748,1.3813190173736463,converged
19,401,1.0048101981423034,1.2024738537916404,1.1895663818314,converged
