model_num,epochs,train,valid,test,conv_criterion
0,270,0.9160669929924499,1.3113864924054552,1.3549952067378617,converged
1,103,1.1981397488825836,1.3572268849249076,1.4967395016677214,converged
2,225,1.0090992585391587,1.3307306707026842,1.362060814857084,converged
3,395,0.8378472560153662,1.2677576609005374,1.3812075063092064,converged
4,154,1.1271429792478387,1.3385943511696041,1.4687948991723971,converged
5,163,1.067550780653394,1.2625921261720174,1.372982268386516,converged
6,241,0.9297654535058367,1.2792068157809917,1.4137472376203275,converged
7,214,0.9355271705498198,1.2150501564457439,1.2850033720061353,converged
8,362,0.807014738520634,1.2860257394366605,1.1760886726960884,converged
9,252,0.8867244708101654,1.3056516835579948,1.1009921765985615,converged
10,165,1.1655555426197555,1.3411556687113293,1.4145718773183427,converged
11,226,1.006513731108163,1.3482209804506915,1.4285526597984275,converged
12,300,0.8626272496990071,1.3019109699882105,1.3344362991618173,converged
13,171,1.0780852965912247,1.2730743146628418,1.354935442287211,converged
14,138,1.1096845806115103,1.2407970466291574,1.4284278280742644,converged
15,175,1.0228352540494277,1.2604218625984946,1.4229695222883392,converged
16,283,0.94908003276042,1.1901121558653462,1.3473552054962425,converged
17,120,1.2362911848133484,1.2625795292947282,1.39978793680522,converged
18,145,1.1441421644166923,1.302131801628402,1.3997690604522002,converged
19,190,1.001666369166575,1.24806374117133,1.2602375321466255,converged
