model_num,epochs,train,valid,test,conv_criterion
0,111,0.5091020295084232,0.6876123482642125,2.5497907058474825,converged
1,51,0.8549383890929431,0.8488032912880256,2.760664524339699,converged
2,94,0.44476429062916956,0.7273807065428449,2.996389902353317,converged
3,51,0.6895774787531007,0.790819557761334,2.4099352332348296,converged
4,83,0.4945234511210087,0.8156418206729261,2.6645248384073312,converged
5,61,0.7795730564055257,0.7899970279403004,2.624750675503988,converged
6,64,0.6823230587819581,0.7303827810218576,2.583941664110467,converged
7,53,0.7397164203408698,0.8166780237396685,2.442214909040757,converged
8,37,0.9351464309945824,0.9666685720820994,2.4956026672172573,converged
9,17,1.4132221100458764,1.1576507059422112,2.7758262067501653,converged
10,78,0.5078627084348254,0.6716710106067103,3.627933333734434,converged
11,87,0.4570348177499897,0.7797862705730609,2.6229193550888494,converged
12,49,0.8661981240329011,0.7952533806938243,2.62739309880184,converged
13,106,0.417133092153333,0.7759088790905322,3.1904584060925902,converged
14,44,0.8552563840541186,0.9062770844249309,2.3263635187689338,converged
15,83,0.5640183766087342,0.7072090678230095,2.5973843949633157,converged
16,85,0.48730871330701525,0.730209810807173,3.78002338023222,converged
17,78,0.5476963305348009,0.7547935303495705,2.608826885902862,converged
18,69,0.8300695386127487,0.8494069923905672,2.4869399031019457,converged
19,83,0.5321323242935053,0.8581512979127208,2.8006770460097865,converged
