model_num,epochs,train,valid,test,conv_criterion
0,308,0.9548395877283559,1.392523461185955,1.4799744133689976,converged
1,165,1.1384730678689106,1.5201054872897841,1.4497779828400228,converged
2,211,1.1048889560797,1.4881597604380663,1.3937767021497751,converged
3,389,0.8976890294579221,1.3756812336391715,1.3684212142746066,converged
4,194,1.1003625711979796,1.4188772596807608,1.367203982643439,converged
5,185,1.1285325694210127,1.5129302523236936,1.4210889339264767,converged
6,380,0.9542890447821862,1.2822392255452446,1.451103149562425,converged
7,193,1.1787429428362963,1.5298045511633056,1.3874536220015243,converged
8,202,1.1285732296138709,1.3879007495700475,1.4414645380733049,converged
9,285,1.0227364106659995,1.3960497313940863,1.284655978306665,converged
10,290,1.0309340103219977,1.503997917371176,1.448245019640099,converged
11,227,1.0293007480632073,1.4091049069852084,1.3995901879661352,converged
12,228,1.1353234450396883,1.45056561883396,1.4740330459420363,converged
13,190,1.1836584136745827,1.5242932901827568,1.420927756182574,converged
14,158,1.1587425399835203,1.4629262229324804,1.5882939138859997,converged
15,196,1.0793193606903972,1.452114038709302,1.3470935977035965,converged
16,180,1.1680255502995782,1.5653856663574293,1.3837515474290365,converged
17,191,1.128824115047034,1.536911392372755,1.4827755989798217,converged
18,201,1.100919567074276,1.5229347248261937,1.4574763303062253,converged
19,287,1.0415511056178708,1.4468147500122275,1.5418218296448827,converged
