model_num,epochs,train,valid,test,conv_criterion
0,115,1.1486572838562727,1.0215356054660358,2.6222227196308037,converged
1,120,1.1231389231753512,0.9522410065573867,2.561639819559378,converged
2,148,1.0901903672586757,1.0004839992410992,2.49872790637079,converged
3,109,1.2408087824122702,1.0263851434328999,2.6620113252278164,converged
4,255,0.9130130650736896,0.9646367116902691,2.6685389097847585,converged
5,209,0.936898869522906,0.9103026428733827,2.191276081963351,converged
6,148,1.1463809491168462,0.953021285490099,2.509123862229593,converged
7,120,1.153271014253759,1.0109156166905613,2.5737346124737526,converged
8,233,0.9178832399292047,0.9007832451424266,2.4693902399344645,converged
9,209,0.9517692681935646,0.9619229490264065,2.396364303418526,converged
10,116,1.1849250319215514,0.9849224544106792,2.6382537147580223,converged
11,93,1.302875277052132,0.9850055166450257,2.813947500268424,converged
12,120,1.2017097229799503,0.9923882556709906,2.5671224672707402,converged
13,155,1.0705605144881511,1.025373959460167,2.6564031610230763,converged
14,195,1.0106588201603934,0.9855311198499817,2.47721541243374,converged
15,133,1.1869129286997349,0.9493237366562511,2.6338734651325546,converged
16,161,1.029954201603953,0.9492738408874438,2.431119374398141,converged
17,213,1.0017950415116115,1.0550680897318043,2.455231263499026,converged
18,161,1.050494104438918,0.943447339449135,2.4897996937270976,converged
19,137,1.106184409519899,0.977526568720142,2.525772826427227,converged
