model_num,epochs,train,valid,test,conv_criterion
0,56,0.5590189713489948,0.7190388519863463,2.710422990016229,converged
1,29,0.8217108306168628,0.9057237961429611,2.8199936871033593,converged
2,50,0.469337956566382,0.7011446770881827,2.3030443873396815,converged
3,50,0.507961209506766,0.5820411653039878,2.6993746067117694,converged
4,45,0.5905109971026179,0.778779785436198,2.308290390464235,converged
5,50,0.3923648831593605,0.5349971423620223,2.6218431003062026,converged
6,41,0.542744231166809,0.7046747604180545,2.775274239306238,converged
7,35,0.5506335774428941,0.8059715454087581,2.773014830164263,converged
8,31,0.635569729590704,0.6190772183515939,2.7700086617822888,converged
9,36,0.6053151983807008,0.7249517909089103,2.9490190709667616,converged
10,31,0.6359568456723772,0.9091056553080678,2.8273443718845144,converged
11,37,0.5352011808504751,0.7432020956677606,2.6389753475269684,converged
12,43,0.5518307286286913,0.7481868076894111,2.921591040094323,converged
13,30,0.6952812929525374,0.7851813901633272,2.937105972429641,converged
14,25,0.6101643661052556,0.7978576684319245,2.7440233980279887,converged
15,57,0.6553760130575206,0.7891229343045542,2.6859562776537973,converged
16,46,0.6109403939749561,0.7210560461173382,2.7034029686768197,converged
17,81,0.2146432032688594,0.6695466060617998,2.8072676643322487,converged
18,68,0.35885437821021676,0.6524826147380043,2.6294036298833063,converged
19,38,0.5689355099725346,0.7072447032032678,2.7094033141821434,converged
