model_num,epochs,train,valid,test,conv_criterion
0,131,0.674886269265673,0.6538824529774442,1.9954181799536366,converged
1,158,0.791434139796548,0.6946115184488243,2.0435920571482376,converged
2,463,0.5057315135820387,0.6162512968210986,1.9378641030388657,converged
3,208,0.644356496556065,0.6583778932571343,1.9826476251011422,converged
4,257,0.5983405766724189,0.6628430753773745,1.8774367018413753,converged
5,256,0.6524570156863219,0.701608591952374,1.9456390751921941,converged
6,260,0.6296746917252947,0.618536125216277,1.9763692944462368,converged
7,264,0.6036450441146887,0.6666942200220816,2.0939927076188325,converged
8,202,0.6354082196351576,0.6152768503696568,1.9726905105128518,converged
9,251,0.5736028641476196,0.667284813290738,1.9674504962332757,converged
10,211,0.6222249471705289,0.6666819250936612,1.968945235235813,converged
11,259,0.6497027158127598,0.6712437025158721,1.9598151668094976,converged
12,314,0.5758742221677502,0.650014634269304,1.8444755694650845,converged
13,198,0.6832231979195066,0.6682740711996125,1.9643023389273577,converged
14,285,0.6442831508055301,0.6468447847482078,2.119948290869029,converged
15,243,0.6177566715862102,0.6507580834938343,1.9824518712739432,converged
16,235,0.5979814976878891,0.6539115531982969,2.036708374788711,converged
17,260,0.6061237864208802,0.6995702858673049,1.9427962671201418,converged
18,223,0.5747018223298079,0.612339634015839,2.1267204923190537,converged
19,303,0.605771956953351,0.6595401142277717,1.9965566733098623,converged
