model_num,epochs,train,valid,test,conv_criterion
0,195,0.9387774131970442,1.378305877403283,1.6231894336748718,converged
1,171,1.0871909911766187,1.2871645501995326,1.7696799564143537,converged
2,218,0.9074673561398181,1.2724838917843315,1.5486135538485715,converged
3,136,1.1417440538619335,1.4154664685356897,1.668803292126779,converged
4,259,0.9302521176171937,1.444959907045827,1.5605158204149316,converged
5,154,1.014281047651615,1.3763595973297,1.3937531545183397,converged
6,310,0.8726135653469399,1.3522353846475226,1.5333771571357462,converged
7,194,0.9596700757240287,1.3758184110667258,1.486721863347816,converged
8,193,0.9593397717492897,1.2181710464412694,1.412776087105546,converged
9,206,0.9609306678259388,1.44216547267501,1.2633083874650857,converged
10,170,0.9767764587151941,1.409015180408315,1.6341955521059899,converged
11,118,1.1584933276243012,1.3735384803813675,1.8187137745326787,converged
12,179,1.0482786153902652,1.3403123809244235,1.6932503162197017,converged
13,233,0.932004986105318,1.3982899960889326,1.3646674579006013,converged
14,175,1.0646075125508043,1.4061765073593153,1.5449182974017848,converged
15,339,0.858114774378678,1.2798820612106645,1.3498537688859782,converged
16,282,0.8555936943888289,1.2512392662644094,1.2878220919122554,converged
17,235,0.8924739177233455,1.2426001385274938,1.2454078173025849,converged
18,203,0.9803012577412891,1.2567217514793962,1.7513928232432447,converged
19,316,0.8665546860982674,1.3747465246204815,1.3108473586616798,converged
