model_num,epochs,train,valid,test,conv_criterion
0,184,1.3121368636110788,1.1882884819996389,1.6914188826001972,converged
1,179,1.3934972930740843,1.105391979400561,1.4808075131798335,converged
2,292,1.130812171424291,0.8676920992961422,1.456437467085694,converged
3,284,1.0899333800707307,0.994751867986403,1.8145458476585734,converged
4,134,1.6834465566072716,1.0926518633126678,1.4393184043660139,converged
5,229,1.1655189342698238,1.0998733777782816,1.4993198031854849,converged
6,276,1.0281123145503532,0.9991404064310512,1.841459489720258,converged
7,393,0.8474908402131709,0.9179851840278161,1.8898829901830274,converged
8,399,0.8924569010033939,0.9781071738479822,2.0250203529414166,converged
9,145,1.5860728983460892,1.1483175185302121,1.5672482351648784,converged
10,189,1.2355689070180282,1.1324344316292785,1.8779075759353776,converged
11,323,1.0129505697961427,1.1325397785687732,1.544202406684539,converged
12,311,1.085883625943527,0.968203204026529,1.6535070589186973,converged
13,179,1.3383763429443851,1.023883781462077,1.4195844940903217,converged
14,158,1.3962099611018952,1.0034604298287437,1.7643632366758304,converged
15,209,1.3159520597156813,1.3012455735856072,1.8944948926851894,converged
16,394,0.9764052806317328,0.9334650839116443,1.3758238706913701,converged
17,337,0.9280742343129224,1.0559607793535177,1.9515651852343736,converged
18,117,1.6910759816244254,1.2305902749320086,1.4784132672761987,converged
19,177,1.3412196186482432,1.1492067538398274,1.2348000150206437,converged
